userId,movieId,rating,timestamp
johnlawson,The Great Adventure,4,2024-10-18 11:10:47
lanekatherine,The Great Adventure,5,2024-09-05 07:18:14
hurstteresa,Alien Invasion,3,2024-12-18 01:36:45
sharon97,Underwater Secrets,4,2024-03-09 07:47:40
davisleslie,The Great Adventure,1,2024-05-16 09:05:27
christine95,The Dark Knight Returns,1,2024-04-06 23:21:12
robertcurry,The Great Adventure,1,2024-02-24 06:42:23
tvazquez,Underwater Secrets,5,2024-07-03 02:13:46
steveburgess,Love in the Rain,5,2024-06-18 17:37:37
mary57,Sunset Boulevard,5,2024-08-12 04:10:55
robertskatelyn,Journey Through Time,4,2024-09-04 16:51:38
jennifer10,The Dark Knight Returns,1,2024-05-28 06:46:09
henrypamela,Space Odyssey,5,2024-01-28 19:04:17
matthew45,Mystery of the Stars,2,2024-04-22 06:37:01
alisha12,The Dark Knight Returns,1,2024-09-02 08:18:21
cbenjamin,Love in the Rain,2,2024-04-20 05:16:24
bowenmichael,Alien Invasion,2,2024-01-03 00:14:50
tammiematthews,Underwater Secrets,5,2024-11-18 03:45:50
mary57,Journey Through Time,4,2024-06-22 00:22:08
elizabethmurphy,Alien Invasion,4,2024-04-08 01:55:47
vincent43,Mystery of the Stars,1,2024-12-07 02:53:45
alexandercarolyn,Underwater Secrets,2,2024-07-09 21:00:47
robertcurry,The Great Adventure,2,2024-03-05 17:22:16
tvazquez,Love in the Rain,4,2024-11-09 16:50:33
kimberly44,Underwater Secrets,4,2024-12-16 19:20:19
zlawrence,Love in the Rain,3,2024-06-27 05:58:44
joseph98,Love in the Rain,4,2024-05-14 16:59:55
scott07,The Great Adventure,3,2024-06-05 03:28:26
nporter,Mystery of the Stars,1,2024-05-16 12:28:14
joshua03,The Last Stand,2,2024-06-22 02:35:42
nporter,The Great Adventure,1,2024-11-09 23:40:52
tapiamelissa,Love in the Rain,1,2024-02-05 06:31:01
janespence,Mystery of the Stars,3,2024-12-03 09:09:34
samuel35,Mystery of the Stars,2,2024-06-12 05:46:09
kbell,Journey Through Time,1,2024-05-20 03:26:19
fmiddleton,The Great Adventure,4,2024-08-19 23:44:50
lanekatherine,Love in the Rain,3,2024-02-03 12:46:22
teresa61,The Great Adventure,2,2024-08-09 19:49:56
joseph98,Love in the Rain,2,2024-12-16 12:05:09
morrisonroy,The Great Adventure,2,2024-05-03 00:01:38
carrieanderson,The Dark Knight Returns,4,2024-08-01 05:44:10
kimberly44,The Great Adventure,3,2024-09-07 00:15:11
samantharodriguez,Love in the Rain,5,2024-10-24 22:16:24
bethanysmith,The Dark Knight Returns,4,2024-07-10 22:05:46
emily70,Underwater Secrets,1,2024-01-16 09:47:21
jenkinsjennifer,Sunset Boulevard,4,2024-06-26 01:03:04
casey59,Journey Through Time,5,2024-09-03 09:05:49
snguyen,The Dark Knight Returns,3,2024-11-30 01:23:45
casey59,Love in the Rain,1,2024-07-17 00:50:41
johnlawson,Alien Invasion,2,2024-05-19 07:25:57
steveburgess,The Last Stand,4,2024-09-27 08:11:55
alisha12,Journey Through Time,5,2024-03-01 21:47:12
brewermartha,The Last Stand,1,2024-06-02 15:17:49
terrence24,Journey Through Time,5,2024-06-08 01:46:45
robertmoreno,Mystery of the Stars,1,2024-02-07 05:03:07
samuel35,Journey Through Time,3,2024-08-10 00:32:45
juarezbrandon,Mystery of the Stars,2,2024-10-12 03:09:28
joshua03,Underwater Secrets,1,2024-01-12 10:34:53
kennethjohnson,Love in the Rain,5,2024-09-02 16:33:23
